 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
5900.00    5920.00    5920.00     1.257E+01     5.738E-02     3.998E-08      0.000E+00      0.000E+00        0.000E+00       2.265E-03      4.267E-03
5950.00    5970.00    5970.00     1.257E+01     5.848E-02     3.931E-08      0.000E+00      0.000E+00        0.000E+00       2.266E-03      4.267E-03
6000.00    6020.00    6020.00     1.257E+01     5.958E-02     3.865E-08      0.000E+00      0.000E+00        0.000E+00       2.266E-03      4.267E-03
6050.00    6070.00    6070.00     1.257E+01     6.068E-02     3.802E-08      0.000E+00      0.000E+00        0.000E+00       2.267E-03      4.267E-03
6100.00    6120.00    6120.00     1.257E+01     6.178E-02     3.740E-08      0.000E+00      0.000E+00        0.000E+00       2.267E-03      4.267E-03
6150.00    6170.00    6170.00     1.257E+01     6.289E-02     3.679E-08      0.000E+00      0.000E+00        0.000E+00       2.268E-03      4.267E-03
6200.00    6220.00    6220.00     1.257E+01     6.399E-02     3.620E-08      0.000E+00      0.000E+00        0.000E+00       2.268E-03      4.267E-03
6250.00    6270.00    6270.00     1.257E+01     6.510E-02     3.562E-08      0.000E+00      0.000E+00        0.000E+00       2.269E-03      4.267E-03
6300.00    6320.00    6320.00     1.257E+01     6.621E-02     3.506E-08      0.000E+00      0.000E+00        0.000E+00       2.269E-03      4.267E-03
6350.00    6370.00    6370.00     1.257E+01     6.732E-02     3.451E-08      0.000E+00      0.000E+00        0.000E+00       2.270E-03      4.267E-03
6400.00    6420.00    6420.00     1.257E+01     6.843E-02     3.397E-08      0.000E+00      0.000E+00        0.000E+00       2.270E-03      4.267E-03
6450.00    6470.00    6470.00     1.257E+01     6.954E-02     3.345E-08      0.000E+00      0.000E+00        0.000E+00       2.271E-03      4.267E-03
6500.00    6520.00    6520.00     1.257E+01     7.065E-02     3.294E-08      0.000E+00      0.000E+00        0.000E+00       2.271E-03      4.267E-03
6550.00    6570.00    6570.00     1.257E+01     7.176E-02     3.244E-08      0.000E+00      0.000E+00        0.000E+00       2.271E-03      4.267E-03
6600.00    6620.00    6620.00     1.257E+01     7.286E-02     3.195E-08      0.000E+00      0.000E+00        0.000E+00       2.272E-03      4.267E-03
6650.00    6670.00    6670.00     1.257E+01     7.397E-02     3.147E-08      0.000E+00      0.000E+00        0.000E+00       2.272E-03      4.267E-03
6700.00    6720.00    6720.00     1.257E+01     7.507E-02     3.100E-08      0.000E+00      0.000E+00        0.000E+00       2.273E-03      4.267E-03
6750.00    6770.00    6770.00     1.257E+01     7.616E-02     3.054E-08      0.000E+00      0.000E+00        0.000E+00       2.273E-03      4.267E-03
6800.00    6820.00    6820.00     1.257E+01     7.726E-02     3.010E-08      0.000E+00      0.000E+00        0.000E+00       2.273E-03      4.267E-03
6850.00    6870.00    6870.00     1.257E+01     7.835E-02     2.966E-08      0.000E+00      0.000E+00        0.000E+00       2.274E-03      4.267E-03
6900.00    6920.00    6920.00     1.257E+01     7.943E-02     2.923E-08      0.000E+00      0.000E+00        0.000E+00       2.274E-03      4.267E-03
6950.00    6970.00    6970.00     1.257E+01     8.051E-02     2.881E-08      0.000E+00      0.000E+00        0.000E+00       2.274E-03      4.267E-03
7000.00    7020.00    7020.00     1.257E+01     8.159E-02     2.840E-08      0.000E+00      0.000E+00        0.000E+00       2.275E-03      4.267E-03
7050.00    7070.00    7070.00     1.257E+01     8.266E-02     2.800E-08      0.000E+00      0.000E+00        0.000E+00       2.275E-03      4.267E-03
7100.00    7120.00    7120.00     1.257E+01     8.372E-02     2.761E-08      0.000E+00      0.000E+00        0.000E+00       2.275E-03      4.267E-03
7150.00    7170.00    7170.00     1.257E+01     8.478E-02     2.722E-08      0.000E+00      0.000E+00        0.000E+00       2.276E-03      4.267E-03
7200.00    7220.00    7220.00     1.257E+01     8.583E-02     2.684E-08      0.000E+00      0.000E+00        0.000E+00       2.276E-03      4.267E-03
