 Mv1      Mv2        Mvp         lamL         Omega        protonSI     Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)      Br(H->AA)      Width_H   
6650.00    6651.00    6651.00     1.000E+00     7.854E+00     1.993E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6700.00    6701.00    6701.00     1.000E+00     7.988E+00     1.963E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6750.00    6751.00    6751.00     1.000E+00     8.124E+00     1.934E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6800.00    6801.00    6801.00     1.000E+00     8.260E+00     1.906E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6850.00    6851.00    6851.00     1.000E+00     8.398E+00     1.878E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6900.00    6901.00    6901.00     1.000E+00     8.537E+00     1.851E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
6950.00    6951.00    6951.00     1.000E+00     8.677E+00     1.825E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7000.00    7001.00    7001.00     1.000E+00     8.818E+00     1.799E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7050.00    7051.00    7051.00     1.000E+00     8.960E+00     1.773E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7100.00    7101.00    7101.00     1.000E+00     9.103E+00     1.748E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7150.00    7151.00    7151.00     1.000E+00     9.247E+00     1.724E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7200.00    7201.00    7201.00     1.000E+00     9.393E+00     1.700E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7250.00    7251.00    7251.00     1.000E+00     9.539E+00     1.677E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7300.00    7301.00    7301.00     1.000E+00     9.686E+00     1.654E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7350.00    7351.00    7351.00     1.000E+00     9.835E+00     1.631E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7400.00    7401.00    7401.00     1.000E+00     9.984E+00     1.609E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7450.00    7451.00    7451.00     1.000E+00     1.013E+01     1.588E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7500.00    7501.00    7501.00     1.000E+00     1.029E+01     1.567E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7550.00    7551.00    7551.00     1.000E+00     1.044E+01     1.546E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7600.00    7601.00    7601.00     1.000E+00     1.059E+01     1.526E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7650.00    7651.00    7651.00     1.000E+00     1.075E+01     1.506E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7700.00    7701.00    7701.00     1.000E+00     1.090E+01     1.486E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7750.00    7751.00    7751.00     1.000E+00     1.106E+01     1.467E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7800.00    7801.00    7801.00     1.000E+00     1.122E+01     1.449E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7850.00    7851.00    7851.00     1.000E+00     1.137E+01     1.430E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7900.00    7901.00    7901.00     1.000E+00     1.153E+01     1.412E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
7950.00    7951.00    7951.00     1.000E+00     1.169E+01     1.394E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8000.00    8001.00    8001.00     1.000E+00     1.185E+01     1.377E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8050.00    8051.00    8051.00     1.000E+00     1.202E+01     1.360E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8100.00    8101.00    8101.00     1.000E+00     1.218E+01     1.343E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8150.00    8151.00    8151.00     1.000E+00     1.234E+01     1.327E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8200.00    8201.00    8201.00     1.000E+00     1.250E+01     1.311E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8250.00    8251.00    8251.00     1.000E+00     1.267E+01     1.295E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8300.00    8301.00    8301.00     1.000E+00     1.284E+01     1.279E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8350.00    8351.00    8351.00     1.000E+00     1.300E+01     1.264E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8400.00    8401.00    8401.00     1.000E+00     1.317E+01     1.249E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8450.00    8451.00    8451.00     1.000E+00     1.334E+01     1.234E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8500.00    8501.00    8501.00     1.000E+00     1.350E+01     1.220E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
8550.00    8551.00    8551.00     1.000E+00     1.367E+01     1.206E-10      0.000E+00      0.000E+00        0.000E+00       2.282E-03      4.267E-03
