 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
40.90   45.51    100.00   -2.823E-01   1.733E-01   -1.733E-01     3.107E-04     4.014E-07      6.157E-01       3.837E-01       1.192E-04      1.192E-05      7.070E+00 
26.11   32.51    100.00   9.831E-01   1.754E-01   -1.754E-01     3.261E-01     1.165E-05      7.395E-01       2.605E-01       2.566E-05      2.587E-08      6.176E+02 
50.51   53.14    100.00   7.583E-01   3.772E-02   -3.772E-02     1.619E-03     1.915E-06      5.830E-01       4.167E-01       1.978E-03      3.053E-07      1.694E+01 
47.54   53.01    100.00   -4.267E-01   3.164E-01   -3.164E-01     5.433E-03     6.827E-07      6.357E-01       3.637E-01       4.997E-05      1.586E-05      6.968E+00 
46.40   47.53    100.00   -7.006E-01   -6.460E-01   6.460E-01     1.258E-04     1.931E-06      5.306E-01       4.692E-01       1.496E-01      7.053E-06      2.577E+01 
24.64   32.54    100.00   6.171E-01   2.755E-01   -2.755E-01     5.267E-01     5.129E-06      7.911E-01       2.089E-01       9.354E-06      1.126E-11      2.947E+02 
36.00   43.05    100.00   5.638E-01   -2.633E-02   2.633E-02     1.477E-02     2.053E-06      7.273E-01       2.726E-01       1.511E-05      1.559E-09      4.547E+01 
17.72   19.64    100.00   9.523E-01   -9.474E-01   9.474E-01     1.154E-01     2.295E-05      6.091E-01       3.909E-01       1.103E-02      3.278E-09      3.809E+03 
22.28   26.07    100.00   -5.205E-01   4.128E-02   -4.128E-02     1.846E-01     4.428E-06      6.624E-01       3.376E-01       3.474E-04      3.784E-07      3.906E+02 
30.91   37.51    100.00   -8.110E-01   9.598E-02   -9.598E-02     8.125E-02     5.715E-06      7.114E-01       2.886E-01       2.131E-05      1.136E-06      2.006E+02 
50.95   53.20    100.00   -4.012E-02   1.772E-01   -1.772E-01     1.576E-03     5.268E-09      4.417E-01       4.860E-01       4.337E-03      6.576E-04      5.945E-02 
39.95   43.26    100.00   8.678E-01   -2.954E-01   2.954E-01     3.963E-04     3.972E-06      6.077E-01       3.923E-01       6.224E-04      1.256E-07      7.640E+01 
10.03   10.41    100.00   2.837E-01   9.533E-01   -9.533E-01     1.114E-01     5.902E-06      5.389E-01       4.611E-01       4.193E+01      3.376E-09      4.050E+03 
37.96   40.43    100.00   7.487E-01   5.447E-01   -5.447E-01     1.041E-03     3.266E-06      5.838E-01       4.161E-01       2.773E-03      4.068E-08      7.671E+01 
48.12   49.93    100.00   6.634E-01   6.410E-01   -6.410E-01     5.367E-04     1.612E-06      5.575E-01       4.422E-01       1.303E-02      7.656E-08      1.796E+01 
26.46   30.90    100.00   -7.695E-01   5.869E-01   -5.869E-01     1.012E-01     6.953E-06      6.669E-01       3.331E-01       1.532E-04      5.507E-07      3.949E+02 
54.47   60.18    100.00   -1.029E-01   5.618E-01   -5.618E-01     1.298E-02     3.038E-08      6.169E-01       3.596E-01       3.950E-05      2.515E-04      1.832E-01 
19.60   20.14    100.00   -2.041E-01   6.496E-01   -6.496E-01     2.169E-02     8.699E-07      5.273E-01       4.726E-01       7.113E+00      5.911E-07      1.314E+02 
21.83   26.44    100.00   5.620E-01   -8.006E-01   8.006E-01     3.655E-01     5.370E-06      7.065E-01       2.935E-01       1.321E-04      7.290E-10      4.671E+02 
15.57   16.17    100.00   6.752E-01   8.755E-01   -8.755E-01     4.512E-02     1.475E-05      5.400E-01       4.600E-01       4.080E+00      7.902E-11      3.730E+03 
50.52   52.19    100.00   -6.629E-01   7.741E-01   -7.741E-01     9.784E-04     1.463E-06      5.446E-01       4.551E-01       2.013E-02      1.207E-05      1.385E+01 
58.37   65.16    100.00   -9.457E-01   -2.602E-01   2.602E-01     5.823E-04     2.242E-06      9.992E-01       0.000E+00       1.667E-05      4.464E-05      5.484E+00 
47.78   54.29    100.00   -6.774E-01   -7.649E-01   7.649E-01     7.604E-03     1.704E-06      6.695E-01       3.302E-01       2.125E-05      1.072E-05      1.622E+01 
40.98   47.89    100.00   5.638E-01   -2.579E-01   2.579E-01     9.057E-04     1.595E-06      7.137E-01       2.861E-01       1.623E-05      6.694E-10      2.408E+01 
61.51   62.07    100.00   -5.884E-01   6.376E-01   -6.376E-01     1.012E-04     7.825E-07      6.033E-01       3.937E-01       5.983E+00      9.196E-05      1.485E+00 
32.67   38.90    100.00   -3.795E-01   2.008E-01   -2.008E-01     4.457E-02     1.124E-06      6.859E-01       3.140E-01       2.801E-05      3.113E-06      3.502E+01 
57.93   62.63    100.00   -6.758E-01   8.803E-01   -8.803E-01     1.057E-03     1.161E-06      9.985E-01       0.000E+00       1.043E-04      5.416E-05      3.014E+00 
11.79   17.20    100.00   2.114E-01   -6.092E-01   6.092E-01     1.779E+01     2.432E-06      8.352E-01       1.648E-01       6.930E-05      2.656E-08      7.480E+02 
31.04   34.11    100.00   -7.856E-01   -6.348E-01   6.348E-01     1.404E-02     5.321E-06      6.069E-01       3.931E-01       9.356E-04      1.015E-06      2.165E+02 
26.46   32.35    100.00   -7.208E-01   3.848E-02   -3.848E-02     2.074E-01     6.104E-06      7.112E-01       2.888E-01       3.831E-05      6.225E-07      3.252E+02 
42.58   50.47    100.00   8.506E-01   8.615E-01   -8.615E-01     5.152E-03     3.368E-06      7.313E-01       2.686E-01       8.313E-06      2.045E-07      4.378E+01 
22.78   26.79    100.00   -6.436E-01   -1.888E-01   1.888E-01     1.940E-01     6.489E-06      6.686E-01       3.314E-01       2.635E-04      3.378E-07      5.369E+02 
20.40   24.20    100.00   6.237E-01   6.075E-01   -6.075E-01     3.177E-01     7.532E-06      6.827E-01       3.173E-01       3.494E-04      4.279E-12      7.994E+02 
12.50   13.06    100.00   9.805E-01   -6.905E-01   6.905E-01     8.010E-02     4.695E-05      5.459E-01       4.541E-01       5.544E+00      7.364E-10      1.938E+04 
21.82   26.35    100.00   -3.587E-02   -2.706E-01   2.706E-01     4.038E-01     2.190E-08      6.119E-01       3.860E-01       1.437E-04      2.213E-05      2.202E+00 
36.84   42.49    100.00   -9.508E-01   -1.269E-01   1.269E-01     6.048E-03     5.584E-06      6.678E-01       3.321E-01       4.414E-05      2.153E-06      1.257E+02 
11.45   18.50    100.00   -7.745E-01   -5.883E-01   5.883E-01     2.502E+02     3.445E-05      8.788E-01       1.212E-01       1.922E-05      2.095E-08      1.075E+04 
27.91   31.78    100.00   -9.435E-01   -6.942E-01   6.942E-01     5.070E-02     9.431E-06      6.434E-01       3.566E-01       2.992E-04      5.694E-07      4.829E+02 
49.84   52.53    100.00   5.387E-01   4.983E-01   -4.983E-01     1.544E-03     9.920E-07      5.868E-01       4.127E-01       1.755E-03      1.137E-09      9.190E+00 
35.97   41.70    100.00   1.794E-01   9.535E-01   -9.535E-01     1.066E-02     2.084E-07      7.156E-01       2.834E-01       4.162E-05      4.077E-06      4.701E+00 
10.74   15.48    100.00   -2.350E-01   -9.225E-01   9.225E-01     2.194E+01     3.566E-06      8.134E-01       1.866E-01       1.363E-04      6.153E-08      1.388E+03 
44.17   44.62    100.00   8.017E-01   5.273E-01   -5.273E-01     1.341E-05     2.784E-06      5.143E-01       4.856E-01       1.882E+01      1.396E-07      4.548E+01 
26.65   31.47    100.00   3.438E-01   -3.092E-01   3.092E-01     1.064E-01     1.369E-06      6.956E-01       3.044E-01       1.022E-04      1.096E-07      7.319E+01 
12.30   16.42    100.00   -4.079E-01   6.264E-01   -6.264E-01     6.894E+00     8.364E-06      7.650E-01       2.350E-01       2.620E-04      4.812E-08      2.551E+03 
53.89   59.96    100.00   4.716E-03   -1.485E-01   1.485E-01     1.691E-02     6.522E-11      4.169E-02       2.578E-01       2.948E-05      5.232E-03      6.124E-03 
15.34   21.33    100.00   -6.511E-01   -3.171E-02   3.171E-02     8.252E+00     1.411E-05      7.991E-01       2.008E-01       3.969E-05      7.465E-08      2.497E+03 
36.47   39.98    100.00   -4.830E-01   -1.901E-01   1.901E-01     3.267E-03     1.470E-06      6.049E-01       3.949E-01       4.710E-04      3.483E-06      3.766E+01 
41.10   45.26    100.00   -7.541E-01   -4.715E-01   4.715E-01     2.306E-04     2.837E-06      6.175E-01       3.824E-01       1.996E-04      4.125E-06      4.904E+01 
21.78   29.06    100.00   -2.137E-01   4.102E-02   -4.102E-02     7.428E-01     7.794E-07      7.644E-01       2.355E-01       1.435E-05      1.253E-06      6.298E+01 
26.13   30.59    100.00   -1.694E-01   6.190E-01   -6.190E-01     1.137E-01     3.454E-07      6.516E-01       3.481E-01       1.498E-04      3.348E-06      2.075E+01 
30.60   31.28    100.00   7.996E-01   1.335E-01   -1.335E-01     4.004E-03     5.668E-06      5.270E-01       4.730E-01       1.962E+00      1.637E-08      2.763E+02 
50.39   50.98    100.00   -7.462E-01   -9.442E-01   9.442E-01     5.423E-04     1.863E-06      5.159E-01       4.839E-01       4.221E+00      1.017E-05      1.881E+01 
38.78   39.35    100.00   6.987E-01   3.421E-01   -3.421E-01     4.240E-04     2.729E-06      5.196E-01       4.803E-01       5.169E+00      2.333E-08      6.743E+01 
38.86   43.34    100.00   2.472E-01   8.857E-01   -8.857E-01     1.195E-03     3.402E-07      6.612E-01       3.381E-01       1.387E-04      1.946E-06      6.563E+00 
41.49   44.59    100.00   8.084E-01   -9.700E-01   9.700E-01     1.224E-04     3.201E-06      5.997E-01       4.002E-01       8.652E-04      1.138E-07      5.527E+01 
18.69   23.40    100.00   9.480E-01   -8.694E-01   8.694E-01     1.120E+00     2.056E-05      7.291E-01       2.709E-01       1.224E-04      4.866E-09      2.518E+03 
49.54   56.95    100.00   2.356E-01   7.602E-01   -7.602E-01     2.060E-02     1.919E-07      7.596E-01       2.374E-01       1.116E-05      8.002E-06      1.406E+00 
21.01   25.02    100.00   -6.641E-01   -8.820E-01   8.820E-01     3.179E-01     8.074E-06      6.793E-01       3.207E-01       2.650E-04      2.345E-07      8.022E+02 
50.61   56.39    100.00   -8.732E-01   -2.057E-01   2.057E-01     5.307E-03     2.530E-06      6.610E-01       3.387E-01       3.781E-05      1.176E-05      1.959E+01 
49.01   51.13    100.00   6.293E-02   2.945E-01   -2.945E-01     9.146E-04     1.399E-08      6.010E-01       3.673E-01       5.932E-03      2.019E-04      1.350E-01 
38.12   41.68    100.00   -3.640E-01   1.908E-02   -1.908E-02     1.415E-03     7.657E-07      5.999E-01       3.998E-01       4.364E-04      5.943E-06      1.728E+01 
12.80   14.91    100.00   -2.006E-01   3.423E-01   -3.423E-01     5.863E-01     1.879E-06      6.486E-01       3.514E-01       7.196E-03      1.270E-07      6.177E+02 
50.31   53.14    100.00   7.094E-01   8.716E-01   -8.716E-01     1.752E-03     1.689E-06      5.897E-01       4.100E-01       1.352E-03      2.025E-07      1.501E+01 
33.06   34.55    100.00   4.990E-01   5.191E-03   -5.191E-03     3.482E-03     1.899E-06      5.564E-01       4.435E-01       3.736E-02      1.510E-08      7.056E+01 
43.94   46.55    100.00   3.588E-01   -6.442E-01   6.442E-01     5.777E-05     5.634E-07      5.884E-01       4.111E-01       2.059E-03      6.057E-07      8.191E+00 
57.59   61.66    100.00   -1.910E-01   -5.510E-01   5.510E-01     3.027E-03     9.391E-08      7.047E-01       2.834E-01       2.137E-04      1.605E-04      3.603E-01 
46.68   47.25    100.00   -6.423E-01   -8.033E-01   8.033E-01     9.707E-05     1.604E-06      5.155E-01       4.843E-01       4.904E+00      7.653E-06      2.157E+01 
33.70   37.79    100.00   3.525E-01   -3.876E-01   3.876E-01     1.200E-02     9.125E-07      6.504E-01       3.494E-01       2.234E-04      2.436E-07      2.743E+01 
27.51   34.59    100.00   -4.506E-01   -8.340E-01   8.340E-01     1.875E-01     2.212E-06      7.339E-01       2.660E-01       1.546E-05      1.242E-06      1.031E+02 
36.12   36.40    100.00   -6.319E-01   -6.461E-01   6.461E-01     1.061E-03     2.563E-06      5.090E-01       4.910E-01       2.156E+02      2.123E-06      8.030E+01 
17.15   18.10    100.00   3.329E-01   8.125E-02   -8.125E-02     4.765E-02     2.987E-06      5.589E-01       4.411E-01       3.659E-01      1.648E-08      5.837E+02 
33.92   34.26    100.00   5.138E-01   2.691E-01   -2.691E-01     1.844E-03     1.915E-06      5.128E-01       4.871E-01       7.753E+01      1.017E-08      7.163E+01 
60.26   65.00    100.00   -9.783E-01   2.670E-01   -2.670E-01     1.573E-04     2.253E-06      9.989E-01       0.000E+00       9.938E-05      6.413E-05      3.948E+00 
47.92   49.77    100.00   -3.131E-01   9.939E-01   -9.939E-01     5.178E-04     3.620E-07      5.439E-01       4.550E-01       1.176E-02      2.053E-05      4.196E+00 
54.88   61.38    100.00   5.338E-01   -9.223E-01   9.223E-01     5.547E-03     8.064E-07      8.004E-01       1.984E-01       2.092E-05      5.783E-10      3.612E+00 
20.31   21.31    100.00   -8.017E-01   7.255E-01   -7.255E-01     2.801E-02     1.255E-05      5.513E-01       4.487E-01       2.780E-01      1.385E-07      1.668E+03 
38.76   39.73    100.00   -2.897E-02   -3.907E-01   3.907E-01     4.542E-04     4.696E-09      4.720E-01       4.942E-01       3.132E-01      3.336E-04      1.279E-01 
52.24   57.95    100.00   -5.624E-01   6.309E-01   -6.309E-01     6.691E-03     9.860E-07      6.639E-01       3.355E-01       3.989E-05      2.083E-05      6.676E+00 
24.33   24.89    100.00   -3.012E-01   2.330E-01   -2.330E-01     1.060E-02     1.252E-06      5.236E-01       4.763E-01       5.925E+00      8.518E-07      1.122E+02 
28.29   35.67    100.00   -4.597E-02   -7.692E-01   7.692E-01     3.835E-01     2.180E-08      6.201E-01       3.759E-01       1.270E-05      4.353E-05      1.116E+00 
15.00   16.25    100.00   1.845E-01   -6.114E-01   6.114E-01     1.046E-01     1.182E-06      5.866E-01       4.133E-01       9.458E-02      7.413E-08      2.998E+02 
43.46   47.99    100.00   -2.388E-01   -7.544E-01   7.544E-01     3.703E-04     2.551E-07      6.046E-01       3.943E-01       1.284E-04      1.991E-05      3.746E+00 
49.33   54.74    100.00   7.021E-01   9.360E-01   -9.360E-01     5.316E-03     1.719E-06      6.688E-01       3.310E-01       5.258E-05      1.827E-07      1.454E+01 
14.48   20.60    100.00   -4.640E-01   -1.305E-01   1.305E-01     1.152E+01     7.981E-06      8.116E-01       1.884E-01       3.642E-05      8.575E-08      1.585E+03 
15.21   21.04    100.00   -4.883E-01   1.524E-01   -1.524E-01     6.955E+00     8.061E-06      7.943E-01       2.057E-01       4.524E-05      9.698E-08      1.463E+03 
12.25   19.77    100.00   -2.550E-01   2.700E-01   -2.700E-01     2.594E+01     3.298E-06      8.748E-01       1.252E-01       1.380E-05      1.003E-07      8.891E+02 
56.91   63.09    100.00   9.174E-01   -4.516E-01   4.516E-01     1.276E-03     2.217E-06      9.993E-01       0.000E+00       2.683E-05      2.756E-06      6.486E+00 
31.60   36.75    100.00   1.316E-02   -4.752E-01   4.752E-01     4.355E-02     1.441E-09      8.829E-01       3.235E-03       7.162E-05      1.024E-03      3.835E-02 
34.19   39.77    100.00   5.260E-01   4.576E-01   -4.576E-01     1.993E-02     1.976E-06      6.915E-01       3.084E-01       4.772E-05      9.562E-09      5.360E+01 
13.33   15.18    100.00   7.479E-01   -3.615E-01   3.615E-01     3.571E-01     2.423E-05      6.330E-01       3.670E-01       1.387E-02      2.256E-10      7.455E+03 
38.10   44.90    100.00   3.187E-01   8.155E-01   -8.155E-01     4.085E-03     5.873E-07      7.269E-01       2.727E-01       1.773E-05      7.317E-07      1.096E+01 
25.72   28.75    100.00   1.316E-01   -4.836E-01   4.836E-01     4.810E-02     2.149E-07      6.443E-01       3.553E-01       1.031E-03      1.930E-06      1.359E+01 
14.65   15.16    100.00   -7.911E-01   1.902E-01   -1.902E-01     4.915E-02     2.271E-05      5.356E-01       4.644E-01       9.155E+00      3.451E-08      6.658E+03 
41.15   47.45    100.00   -1.727E-01   -2.872E-01   2.872E-01     6.180E-04     1.484E-07      6.345E-01       3.638E-01       2.547E-05      2.575E-05      2.485E+00 
36.28   40.92    100.00   5.539E-01   -2.508E-01   2.508E-01     5.667E-03     1.952E-06      6.578E-01       3.421E-01       1.178E-04      2.840E-09      4.670E+01 
14.92   18.39    100.00   -1.308E-01   5.059E-01   -5.059E-01     1.082E+00     6.002E-07      6.947E-01       3.053E-01       5.782E-04      5.027E-07      1.302E+02 
38.71   43.84    100.00   -4.027E-01   -7.746E-01   7.746E-01     1.613E-03     9.095E-07      6.402E-01       3.596E-01       7.066E-05      6.050E-06      1.834E+01 
40.09   48.00    100.00   -9.680E-01   3.554E-01   -3.554E-01     1.829E-03     4.906E-06      7.142E-01       2.858E-01       8.369E-06      3.447E-06      7.938E+01 
30.69   32.10    100.00   -7.394E-01   6.154E-01   -6.154E-01     5.633E-03     4.818E-06      5.510E-01       4.489E-01       4.858E-02      9.228E-07      2.228E+02 
28.55   28.82    100.00   -5.472E-01   -7.393E-01   7.393E-01     4.921E-03     3.034E-06      5.104E-01       4.896E-01       2.613E+02      8.249E-07      1.842E+02 
47.52   51.54    100.00   1.192E-01   -7.013E-01   7.013E-01     2.223E-03     5.332E-08      6.655E-01       3.263E-01       2.338E-04      4.191E-05      5.207E-01 
13.63   20.04    100.00   8.601E-02   -2.644E-01   2.644E-01     5.459E+00     3.072E-07      8.586E-01       1.413E-01       2.933E-05      5.050E-07      6.621E+01 
26.77   30.67    100.00   -1.384E-01   -3.292E-01   3.292E-01     6.936E-02     2.199E-07      6.271E-01       3.726E-01       2.917E-04      4.955E-06      1.288E+01 
45.60   50.08    100.00   -6.184E-01   6.169E-01   -6.169E-01     1.491E-03     1.557E-06      6.178E-01       3.820E-01       1.365E-04      8.409E-06      1.897E+01 
33.90   39.66    100.00   5.151E-01   3.631E-01   -3.631E-01     2.380E-02     1.928E-06      6.980E-01       3.019E-01       4.068E-05      1.327E-08      5.312E+01 
52.36   56.89    100.00   3.356E-01   -2.669E-01   2.669E-01     5.881E-03     3.493E-07      6.633E-01       3.349E-01       1.271E-04      2.027E-06      2.344E+00 
24.08   30.35    100.00   4.489E-01   6.222E-01   -6.222E-01     3.544E-01     2.838E-06      7.516E-01       2.484E-01       2.878E-05      1.694E-08      1.821E+02 
23.32   27.09    100.00   -7.468E-01   3.691E-01   -3.691E-01     1.452E-01     8.353E-06      6.579E-01       3.421E-01       3.538E-04      3.200E-07      6.628E+02 
46.68   50.56    100.00   7.028E-01   7.789E-01   -7.789E-01     1.417E-03     1.920E-06      6.206E-01       3.792E-01       2.785E-04      1.112E-07      2.145E+01 
42.20   48.19    100.00   8.781E-01   -2.583E-01   2.583E-01     5.941E-04     3.653E-06      6.820E-01       3.179E-01       3.258E-05      2.045E-07      5.245E+01 
38.18   40.07    100.00   -2.889E-01   -5.910E-01   5.910E-01     7.717E-04     4.808E-07      5.526E-01       4.470E-01       1.073E-02      7.424E-06      1.172E+01 
16.68   23.65    100.00   7.093E-01   7.032E-01   -7.032E-01     8.818E+00     1.429E-05      8.223E-01       1.777E-01       1.869E-05      4.181E-10      2.025E+03 
35.75   43.24    100.00   -4.437E-02   2.342E-01   -2.342E-01     2.335E-02     1.289E-08      5.490E-01       4.398E-01       1.117E-05      1.189E-04      3.863E-01 
57.73   60.28    100.00   5.388E-01   5.209E-01   -5.209E-01     1.555E-03     7.435E-07      6.329E-01       3.658E-01       2.227E-03      1.428E-08      3.124E+00 
61.40   67.98    100.00   6.224E-01   8.361E-01   -8.361E-01     4.194E-05     8.788E-07      9.960E-01       0.000E+00       1.941E-05      1.495E-06      1.070E+00 
47.17   53.01    100.00   -4.347E-02   -8.729E-01   8.729E-01     7.080E-03     7.199E-09      4.632E-01       4.954E-01       3.620E-05      3.976E-04      1.038E-01 
17.04   17.53    100.00   9.070E-01   9.774E-01   -9.774E-01     3.182E-02     2.244E-05      5.305E-01       4.695E-01       1.136E+01      1.971E-09      4.688E+03 
62.25   65.48    100.00   1.456E-01   -5.394E-02   5.394E-02     7.474E-06     4.678E-08      8.627E-01       0.000E+00       6.790E-04      4.638E-04      3.112E-02 
49.77   57.21    100.00   2.727E-02   5.386E-02   -5.386E-02     2.537E-02     2.548E-09      7.646E-01       6.067E-06       1.089E-05      1.706E-03      1.822E-02 
40.96   46.31    100.00   9.065E-02   -1.983E-01   1.983E-01     4.052E-04     4.127E-08      7.340E-01       2.589E-01       5.673E-05      4.436E-05      6.069E-01 
43.71   46.07    100.00   -6.253E-02   -7.593E-01   7.593E-01     3.995E-05     1.729E-08      5.089E-01       4.765E-01       3.413E-03      1.537E-04      2.958E-01 
20.61   24.56    100.00   -7.001E-02   -6.887E-01   6.887E-01     3.434E-01     9.300E-08      6.457E-01       3.538E-01       2.894E-04      5.331E-06      1.017E+01 
51.57   55.39    100.00   5.642E-01   -2.706E-01   2.706E-01     3.445E-03     1.017E-06      6.264E-01       3.730E-01       2.993E-04      7.330E-09      7.705E+00 
39.32   44.98    100.00   4.659E-01   -8.556E-01   8.556E-01     1.295E-03     1.180E-06      6.848E-01       3.150E-01       4.341E-05      7.049E-08      2.117E+01 
51.74   58.33    100.00   -8.145E-01   -3.193E-01   3.193E-01     5.857E-03     2.107E-06      6.941E-01       3.056E-01       1.967E-05      1.481E-05      1.421E+01 
14.15   21.08    100.00   9.513E-01   9.550E-02   -9.550E-02     3.266E+01     3.505E-05      8.464E-01       1.536E-01       1.989E-05      1.722E-09      7.038E+03 
59.93   61.45    100.00   6.554E-01   -1.679E-01   1.679E-01     4.133E-04     1.022E-06      6.290E-01       3.696E-01       3.297E-02      7.881E-07      3.058E+00 
51.70   52.80    100.00   5.728E-01   1.528E-01   -1.528E-01     9.451E-04     1.044E-06      5.358E-01       4.638E-01       1.711E-01      1.222E-08      9.146E+00 
29.92   30.40    100.00   -1.121E-01   -7.754E-01   7.754E-01     4.199E-03     1.164E-07      5.139E-01       4.853E-01       1.259E+01      9.441E-06      6.188E+00 
38.12   45.54    100.00   5.038E-03   2.569E-01   -2.569E-01     5.091E-03     1.466E-10      1.386E-01       5.608E-01       1.157E-05      2.672E-03      1.432E-02 
26.21   28.98    100.00   1.890E-01   -4.313E-01   4.313E-01     3.528E-02     4.274E-07      6.262E-01       3.737E-01       1.600E-03      7.631E-07      2.651E+01 
42.50   49.26    100.00   5.429E-01   -1.067E-01   1.067E-01     1.847E-03     1.377E-06      7.086E-01       2.912E-01       1.786E-05      4.946E-09      1.859E+01 
49.69   50.14    100.00   -4.925E-01   8.493E-02   -8.493E-02     4.133E-04     8.340E-07      5.113E-01       4.882E-01       1.842E+01      1.383E-05      8.969E+00 
24.64   24.73    100.00   6.318E-01   4.456E-01   -4.456E-01     8.607E-03     5.377E-06      5.044E-01       4.956E-01       7.804E+04      9.250E-11      4.848E+02 
31.06   36.34    100.00   7.519E-01   8.074E-01   -8.074E-01     4.509E-02     4.866E-06      6.880E-01       3.119E-01       6.366E-05      1.518E-08      1.742E+02 
43.14   47.91    100.00   -1.858E-02   -5.486E-01   5.486E-01     3.516E-04     1.566E-09      3.199E-01       5.836E-01       9.940E-05      8.881E-04      4.455E-02 
52.40   56.40    100.00   -5.379E-01   1.580E-01   -1.580E-01     3.939E-03     8.966E-07      6.108E-01       3.885E-01       2.350E-04      2.038E-05      6.515E+00 
46.52   52.15    100.00   9.768E-02   8.989E-01   -8.989E-01     5.149E-03     3.734E-08      7.398E-01       2.482E-01       4.369E-05      6.879E-05      3.541E-01 
47.01   51.21    100.00   -6.136E-01   4.171E-02   -4.171E-02     1.968E-03     1.444E-06      6.098E-01       3.899E-01       1.879E-04      9.812E-06      1.600E+01 
34.64   39.82    100.00   9.545E-01   -3.096E-01   3.096E-01     1.458E-02     6.346E-06      6.737E-01       3.263E-01       6.818E-05      8.850E-08      1.701E+02 
35.67   37.14    100.00   7.252E-01   9.594E-01   -9.594E-01     1.732E-03     3.459E-06      5.522E-01       4.477E-01       4.010E-02      2.037E-08      1.037E+02 
29.17   30.90    100.00   -5.114E-01   1.922E-01   -1.922E-01     9.216E-03     2.544E-06      5.636E-01       4.364E-01       1.752E-02      1.078E-06      1.321E+02 
14.67   18.60    100.00   7.887E-01   2.755E-01   -2.755E-01     2.274E+00     2.252E-05      7.332E-01       2.668E-01       3.164E-04      6.350E-10      4.808E+03 
53.00   54.17    100.00   3.286E-01   -9.755E-01   9.755E-01     1.277E-03     3.271E-07      5.411E-01       4.572E-01       1.258E-01      1.948E-06      2.552E+00 
27.31   28.39    100.00   1.196E-01   -3.862E-01   3.862E-01     8.888E-03     1.582E-07      5.529E-01       4.466E-01       1.849E-01      2.729E-06      9.979E+00 
40.05   47.81    100.00   -4.097E-01   -1.299E-01   1.299E-01     1.763E-03     8.807E-07      6.977E-01       3.020E-01       9.186E-06      7.634E-06      1.463E+01 
19.40   21.92    100.00   8.411E-01   -1.534E-01   1.534E-01     1.384E-01     1.508E-05      6.309E-01       3.691E-01       2.738E-03      2.869E-09      1.952E+03 
42.27   50.26    100.00   -5.855E-01   1.794E-02   -1.794E-02     5.106E-03     1.619E-06      7.048E-01       2.950E-01       7.816E-06      6.856E-06      2.237E+01 
44.07   47.72    100.00   5.870E-01   -3.737E-01   3.737E-01     2.403E-04     1.500E-06      6.165E-01       3.833E-01       3.790E-04      2.356E-09      2.061E+01 
21.79   28.18    100.00   1.914E-01   5.689E-01   -5.689E-01     6.677E-01     6.252E-07      7.800E-01       2.199E-01       2.693E-05      4.183E-07      4.947E+01 
57.06   62.48    100.00   -9.070E-01   -6.171E-01   6.171E-01     1.181E-03     2.156E-06      9.509E-01       4.846E-02       5.107E-05      3.581E-05      6.525E+00 
57.01   59.35    100.00   -3.784E-01   6.321E-01   -6.321E-01     2.286E-03     3.758E-07      5.852E-01       4.125E-01       3.555E-03      4.997E-05      1.857E+00 
37.94   40.57    100.00   -5.574E-01   4.787E-01   -4.787E-01     1.123E-03     1.812E-06      5.787E-01       4.212E-01       1.975E-03      3.463E-06      4.304E+01 
30.33   34.23    100.00   -3.695E-01   -6.384E-01   6.384E-01     2.696E-02     1.231E-06      6.297E-01       3.702E-01       2.862E-04      2.099E-06      5.142E+01 
43.64   43.84    100.00   1.648E-01   -5.270E-01   5.270E-01     1.759E-05     1.205E-07      5.070E-01       4.910E-01       1.170E+03      8.934E-06      2.081E+00 
26.44   32.09    100.00   -2.691E-01   -2.807E-01   2.807E-01     1.743E-01     8.515E-07      6.934E-01       3.066E-01       4.702E-05      1.893E-06      4.661E+01 
28.68   35.02    100.00   5.403E-01   3.332E-01   -3.332E-01     1.186E-01     2.934E-06      7.312E-01       2.688E-01       2.627E-05      3.870E-09      1.229E+02 
56.63   57.76    100.00   6.302E-01   -7.810E-01   7.810E-01     1.486E-03     1.057E-06      5.452E-01       4.541E-01       1.468E-01      2.237E-07      5.844E+00 
60.83   62.98    100.00   -7.170E-01   -4.330E-01   4.330E-01     1.112E-04     1.188E-06      9.975E-01       0.000E+00       5.503E-03      9.604E-05      1.785E+00 
13.55   14.26    100.00   9.354E-01   2.999E-01   -2.999E-01     7.649E-02     3.676E-05      5.535E-01       4.465E-01       1.635E+00      8.764E-10      1.246E+04 
27.73   32.84    100.00   -3.269E-02   4.063E-01   -4.063E-01     1.247E-01     1.147E-08      5.543E-01       4.393E-01       7.608E-05      6.749E-05      6.932E-01 
19.52   22.36    100.00   -6.514E-01   9.031E-01   -9.031E-01     1.790E-01     8.932E-06      6.400E-01       3.600E-01       1.503E-03      1.647E-07      1.123E+03 
32.94   40.21    100.00   8.493E-01   -4.960E-01   4.960E-01     5.502E-02     5.541E-06      7.376E-01       2.624E-01       1.313E-05      4.689E-08      1.569E+02 
57.56   65.45    100.00   -8.538E-01   -9.052E-01   9.052E-01     9.702E-04     1.878E-06      9.991E-01       0.000E+00       7.888E-06      4.234E-05      5.101E+00 
