 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     ctau_v2     Br(H->AA)      Width_H   
61.96   64.66    100.00   2.223E-01   9.148E-01   -9.148E-01     1.700E-05     1.102E-07      9.561E-01       0.000E+00       1.669E-03      9.193E-05      9.729E-02 
48.58   51.19    100.00   1.523E-01   -5.629E-01   5.629E-01     1.120E-03     8.339E-08      6.016E-01       3.932E-01       2.057E-03      2.205E-05      8.305E-01 
41.49   43.17    100.00   8.586E-01   5.482E-01   -5.482E-01     8.837E-05     3.610E-06      5.548E-01       4.451E-01       1.981E-02      1.376E-07      6.735E+01 
39.27   44.06    100.00   7.191E-01   -3.563E-02   3.563E-02     9.974E-04     2.820E-06      6.545E-01       3.455E-01       9.934E-05      4.159E-08      5.317E+01 
25.09   31.14    100.00   7.305E-01   -2.790E-01   2.790E-01     3.269E-01     6.944E-06      7.358E-01       2.642E-01       3.397E-05      3.970E-09      4.099E+02 
56.32   62.67    100.00   -5.249E-02   -1.315E-02   1.315E-02     1.021E-02     7.408E-09      8.431E-01       0.000E+00       2.342E-05      1.392E-03      2.738E-02 
32.60   36.49    100.00   5.748E-01   -9.866E-01   9.866E-01     1.450E-02     2.589E-06      6.412E-01       3.587E-01       2.882E-04      6.286E-10      8.681E+01 
40.53   42.96    100.00   -9.473E-01   2.167E-02   -2.167E-02     2.084E-04     4.600E-06      5.720E-01       4.279E-01       2.957E-03      2.962E-06      8.977E+01 
34.21   39.30    100.00   5.734E-01   -3.585E-01   3.585E-01     1.593E-02     2.346E-06      6.758E-01       3.242E-01       7.520E-05      6.699E-10      6.500E+01 
20.45   23.69    100.00   -2.122E-01   -8.714E-01   8.714E-01     1.837E-01     8.679E-07      6.452E-01       3.548E-01       7.625E-04      8.156E-07      9.687E+01 
20.50   25.69    100.00   9.829E-01   3.475E-01   -3.475E-01     8.906E-01     1.853E-05      7.330E-01       2.670E-01       7.528E-05      8.406E-09      1.809E+03 
17.11   21.69    100.00   -5.432E-01   8.458E-01   -8.458E-01     1.568E+00     7.982E-06      7.298E-01       2.702E-01       1.443E-04      1.297E-07      1.200E+03 
48.80   50.08    100.00   -5.258E-01   5.308E-01   -5.308E-01     4.857E-04     9.851E-07      5.332E-01       4.664E-01       7.722E-02      1.221E-05      1.089E+01 
60.06   61.12    100.00   9.027E-01   4.804E-01   -4.804E-01     4.300E-04     1.931E-06      5.841E-01       4.152E-01       2.032E-01      2.920E-06      6.054E+00 
29.82   35.04    100.00   -5.019E-02   5.429E-01   -5.429E-01     7.496E-02     2.347E-08      5.857E-01       4.103E-01       6.791E-05      4.416E-05      1.104E+00 
60.89   68.22    100.00   7.783E-01   9.215E-01   -9.215E-01     8.193E-05     1.397E-06      9.979E-01       0.000E+00       1.135E-05      4.106E-06      2.063E+00 
46.92   52.72    100.00   2.061E-01   8.631E-01   -8.631E-01     6.405E-03     1.636E-07      7.059E-01       2.914E-01       3.728E-05      8.972E-06      1.577E+00 
55.38   58.48    100.00   -3.152E-01   -7.970E-01   7.970E-01     3.609E-03     2.761E-07      5.932E-01       4.041E-01       8.402E-04      5.115E-05      1.592E+00 
31.89   32.74    100.00   -7.078E-01   -2.634E-01   2.634E-01     3.337E-03     4.098E-06      5.301E-01       4.698E-01       6.287E-01      1.103E-06      1.769E+02 
32.98   34.78    100.00   -4.969E-01   8.252E-01   -8.252E-01     4.160E-03     1.892E-06      5.597E-01       4.402E-01       1.440E-02      1.942E-06      7.036E+01 
18.06   25.78    100.00   7.692E-01   -9.146E-01   9.146E-01     6.821E+00     1.445E-05      8.296E-01       1.704E-01       1.120E-05      1.479E-09      1.685E+03 
13.86   18.89    100.00   -5.986E-01   3.532E-01   -3.532E-01     7.942E+00     1.442E-05      7.830E-01       2.170E-01       9.514E-05      5.236E-08      3.280E+03 
55.08   58.48    100.00   -5.256E-01   -5.981E-01   5.981E-01     3.128E-03     7.762E-07      6.095E-01       3.895E-01       5.296E-04      2.842E-05      4.482E+00 
21.27   28.82    100.00   -5.957E-03   -2.785E-01   2.785E-01     3.560E+00     6.343E-10      2.711E-01       6.983E-01       1.205E-05      2.903E-04      1.532E-01 
60.40   66.40    100.00   1.367E-01   -5.768E-01   5.768E-01     1.837E-04     4.376E-08      9.454E-01       0.000E+00       3.080E-05      2.021E-04      7.824E-02 
19.43   25.96    100.00   5.888E-02   -8.716E-01   8.716E-01     2.631E+00     7.365E-08      8.379E-01       1.614E-01       2.490E-05      5.037E-06      7.153E+00 
38.30   45.76    100.00   -8.310E-01   4.796E-01   -4.796E-01     4.286E-03     3.953E-06      7.070E-01       2.929E-01       1.130E-05      3.068E-06      7.459E+01 
40.94   44.67    100.00   -8.595E-01   6.529E-01   -6.529E-01     2.213E-04     3.714E-06      6.073E-01       3.926E-01       3.408E-04      3.566E-06      6.611E+01 
21.38   28.44    100.00   8.082E-02   4.276E-01   -4.276E-01     1.777E+00     1.156E-07      8.310E-01       1.684E-01       1.662E-05      3.663E-06      8.990E+00 
13.03   14.66    100.00   2.036E-01   2.521E-01   -2.521E-01     2.897E-01     1.873E-06      6.232E-01       3.768E-01       2.619E-02      3.331E-08      6.160E+02 
19.99   24.75    100.00   -8.406E-01   4.395E-01   -4.395E-01     7.581E-01     1.422E-05      7.146E-01       2.854E-01       1.155E-04      1.612E-07      1.513E+03 
19.19   20.78    100.00   7.400E-01   -4.808E-01   4.808E-01     5.898E-02     1.191E-05      5.859E-01       4.140E-01       2.861E-02      9.644E-10      1.703E+03 
57.50   61.72    100.00   8.912E-01   9.500E-01   -9.500E-01     1.164E-03     2.050E-06      7.618E-01       2.377E-01       1.793E-04      2.144E-06      7.358E+00 
40.02   44.58    100.00   -7.238E-03   -7.755E-01   7.755E-01     5.627E-04     2.753E-10      1.460E-01       6.576E-01       1.261E-04      1.790E-03      2.192E-02 
60.64   63.37    100.00   8.866E-01   1.327E-01   -1.327E-01     1.319E-04     1.827E-06      9.985E-01       0.000E+00       1.580E-03      5.665E-06      2.906E+00 
53.59   54.86    100.00   9.061E-01   8.200E-01   -8.200E-01     1.284E-03     2.434E-06      5.418E-01       4.580E-01       8.273E-02      8.747E-07      1.804E+01 
54.52   54.95    100.00   6.199E-01   4.361E-01   -4.361E-01     1.156E-03     1.101E-06      5.145E-01       4.850E-01       2.475E+01      1.133E-07      7.924E+00 
20.32   22.06    100.00   -4.503E-01   -7.156E-01   7.156E-01     5.345E-02     3.955E-06      5.855E-01       4.145E-01       1.786E-02      2.649E-07      4.939E+02 
49.68   55.80    100.00   -6.027E-01   -4.955E-01   4.955E-01     7.580E-03     1.250E-06      6.618E-01       3.378E-01       2.872E-05      1.460E-05      1.039E+01 
62.08   68.81    100.00   6.491E-01   8.707E-01   -8.707E-01     1.254E-05     9.352E-07      9.939E-01       0.000E+00       1.737E-05      3.593E-06      6.963E-01 
25.42   27.32    100.00   9.012E-01   -5.065E-01   5.065E-01     2.207E-02     1.030E-05      5.827E-01       4.173E-01       1.103E-02      1.300E-08      7.426E+02 
55.08   63.05    100.00   7.629E-01   3.374E-01   -3.374E-01     3.248E-03     1.635E-06      9.993E-01       0.000E+00       7.600E-06      1.086E-06      5.755E+00 
31.86   39.15    100.00   -1.774E-01   3.826E-01   -3.826E-01     1.076E-01     2.577E-07      6.942E-01       3.052E-01       1.314E-05      8.085E-06      8.515E+00 
26.78   33.25    100.00   -2.644E-01   3.660E-02   -3.660E-02     2.238E-01     8.021E-07      7.134E-01       2.865E-01       2.426E-05      2.113E-06      4.126E+01 
10.05   10.48    100.00   -8.297E-01   6.512E-01   -6.512E-01     1.164E-01     5.020E-05      5.417E-01       4.583E-01       2.658E+01      7.154E-09      3.406E+04 
42.45   44.70    100.00   4.602E-01   1.372E-01   -1.372E-01     5.029E-05     9.918E-07      5.755E-01       4.242E-01       4.355E-03      8.544E-08      1.655E+01 
30.85   33.95    100.00   7.469E-01   -4.429E-01   4.429E-01     1.489E-02     4.868E-06      6.167E-01       3.833E-01       8.995E-04      1.242E-08      1.982E+02 
34.81   38.59    100.00   -4.796E-03   7.678E-01   -7.678E-01     7.409E-03     1.586E-10      1.277E-01       6.760E-01       3.285E-04      1.841E-03      2.211E-02 
35.60   39.46    100.00   -2.828E-01   7.106E-01   -7.106E-01     5.658E-03     5.284E-07      6.100E-01       3.897E-01       2.921E-04      6.037E-06      1.443E+01 
15.23   15.25    100.00   -5.597E-02   -6.306E-01   6.306E-01     3.266E-02     1.057E-07      5.012E-01       4.986E-01       1.294E+08      1.751E-06      3.031E+01 
45.55   49.12    100.00   4.840E-01   -1.855E-01   1.855E-01     6.814E-04     9.552E-07      6.152E-01       3.845E-01       4.221E-04      5.947E-08      1.174E+01 
24.96   28.26    100.00   3.158E-01   -6.830E-01   6.830E-01     6.478E-02     1.310E-06      6.458E-01       3.542E-01       6.802E-04      1.121E-07      8.927E+01 
49.15   50.46    100.00   -6.273E-01   -5.134E-01   5.134E-01     5.521E-04     1.382E-06      5.345E-01       4.652E-01       7.063E-02      1.070E-05      1.483E+01 
51.66   55.94    100.00   6.672E-01   -6.959E-01   6.959E-01     3.854E-03     1.419E-06      6.405E-01       3.591E-01       1.687E-04      1.726E-07      1.044E+01 
39.99   43.91    100.00   6.763E-01   -9.133E-01   9.133E-01     4.755E-04     2.406E-06      6.277E-01       3.722E-01       2.702E-04      2.467E-08      4.465E+01 
36.43   39.24    100.00   -7.740E-01   -5.091E-01   5.091E-01     2.415E-03     3.782E-06      5.878E-01       4.121E-01       1.438E-03      2.122E-06      1.000E+02 
37.09   37.44    100.00   8.038E-02   -6.521E-01   6.521E-01     8.001E-04     3.938E-08      5.153E-01       4.809E-01       6.701E+01      2.599E-05      1.125E+00 
56.61   64.19    100.00   -2.117E-01   -8.516E-01   8.516E-01     6.587E-03     1.192E-07      9.882E-01       0.000E+00       9.690E-06      1.697E-04      3.646E-01 
32.28   40.16    100.00   9.521E-01   -4.841E-01   4.841E-01     8.330E-02     7.242E-06      7.542E-01       2.458E-01       8.905E-06      6.788E-08      2.124E+02 
14.90   20.56    100.00   7.113E-01   8.629E-01   -8.629E-01     8.265E+00     1.778E-05      7.998E-01       2.002E-01       5.262E-05      2.527E-10      3.358E+03 
41.39   43.43    100.00   7.626E-01   4.219E-01   -4.219E-01     1.009E-04     2.861E-06      5.667E-01       4.332E-01       7.321E-03      7.713E-08      5.265E+01 
54.05   54.18    100.00   3.675E-01   -2.416E-01   2.416E-01     1.065E-03     3.938E-07      5.040E-01       4.946E-01       1.311E+04      1.041E-06      3.017E+00 
42.03   42.65    100.00   6.678E-01   -9.915E-01   9.915E-01     5.531E-05     2.129E-06      5.207E-01       4.792E-01       3.168E+00      2.562E-08      4.057E+01 
33.40   38.01    100.00   -9.803E-01   -1.566E-01   1.566E-01     1.715E-02     7.186E-06      6.490E-01       3.510E-01       1.225E-04      1.277E-06      2.223E+02 
51.36   58.78    100.00   7.095E-01   2.868E-01   -2.868E-01     7.729E-03     1.623E-06      7.472E-01       2.524E-01       1.095E-05      3.035E-07      1.048E+01 
19.10   22.76    100.00   7.221E-01   -8.908E-01   8.908E-01     4.161E-01     1.145E-05      6.844E-01       3.156E-01       4.256E-04      8.366E-10      1.419E+03 
46.47   46.53    100.00   -2.445E-01   -2.432E-01   2.432E-01     5.369E-05     2.345E-07      5.007E-01       4.980E-01       1.015E+06      2.241E-05      3.300E+00 
23.88   31.85    100.00   2.923E-01   -8.035E-01   8.035E-01     4.645E-01     1.223E-06      8.062E-01       1.937E-01       8.980E-06      1.581E-07      7.463E+01 
16.48   20.05    100.00   -2.497E-01   -7.335E-01   7.335E-01     7.583E-01     1.812E-06      6.898E-01       3.101E-01       4.933E-04      2.774E-07      3.146E+02 
24.70   29.94    100.00   -7.245E-01   -7.306E-01   7.306E-01     2.520E-01     7.041E-06      7.009E-01       2.990E-01       6.837E-05      4.503E-07      4.541E+02 
48.90   52.68    100.00   -9.090E-02   2.039E-01   -2.039E-01     2.654E-03     2.933E-08      5.366E-01       4.500E-01       3.149E-04      1.476E-04      3.197E-01 
60.57   62.35    100.00   2.605E-01   -3.179E-01   3.179E-01     2.223E-04     1.582E-07      7.925E-01       1.942E-01       1.459E-02      2.167E-05      3.225E-01 
57.73   64.64    100.00   -9.730E-01   1.104E-01   -1.104E-01     8.107E-04     2.425E-06      9.993E-01       0.000E+00       1.529E-05      3.950E-05      6.453E+00 
28.57   29.26    100.00   -7.801E-02   4.576E-01   -4.576E-01     5.776E-03     6.161E-08      5.183E-01       4.805E-01       1.895E+00      1.451E-05      3.679E+00 
59.28   63.27    100.00   9.705E-01   -8.473E-01   8.473E-01     3.635E-04     2.290E-06      9.991E-01       0.000E+00       2.342E-04      4.915E-06      4.876E+00 
13.86   16.86    100.00   5.145E-01   5.613E-02   -5.613E-02     1.178E+00     1.066E-05      6.967E-01       3.033E-01       1.212E-03      5.240E-10      2.725E+03 
17.93   25.45    100.00   1.285E-02   5.625E-01   -5.625E-01     1.286E+01     4.093E-09      9.838E-01       3.864E-03       1.274E-05      1.036E-04      4.096E-01 
51.90   53.42    100.00   9.427E-01   6.232E-01   -6.232E-01     1.145E-03     2.806E-06      5.483E-01       4.515E-01       3.244E-02      7.817E-07      2.365E+01 
53.37   54.16    100.00   -9.588E-01   -4.259E-01   4.259E-01     1.054E-03     2.748E-06      5.228E-01       4.770E-01       8.974E-01      1.188E-05      2.152E+01 
42.35   48.49    100.00   4.793E-01   2.030E-01   -2.030E-01     7.918E-04     1.081E-06      6.935E-01       3.062E-01       2.893E-05      6.468E-08      1.507E+01 
56.52   63.85    100.00   4.978E-01   2.868E-01   -2.868E-01     3.344E-03     6.616E-07      9.979E-01       0.000E+00       1.147E-05      3.859E-08      2.023E+00 
58.72   63.48    100.00   3.323E-01   -1.313E-01   1.313E-01     1.019E-03     2.735E-07      9.933E-01       0.000E+00       9.698E-05      5.979E-06      6.406E-01 
38.41   39.81    100.00   -7.242E-01   2.486E-02   -2.486E-02     5.925E-04     2.987E-06      5.428E-01       4.571E-01       5.041E-02      2.686E-06      7.278E+01 
33.45   39.95    100.00   9.656E-01   -6.541E-02   6.541E-02     3.770E-02     6.950E-06      7.143E-01       2.856E-01       2.265E-05      8.108E-08      1.944E+02 
47.14   52.87    100.00   1.552E-01   -1.058E-01   1.058E-01     6.354E-03     9.185E-08      7.162E-01       2.788E-01       3.989E-05      2.154E-05      8.581E-01 
53.10   54.73    100.00   -3.256E-01   1.397E-01   -1.397E-01     1.601E-03     3.200E-07      5.401E-01       4.581E-01       2.304E-02      3.431E-05      2.481E+00 
25.53   31.72    100.00   -2.451E-01   9.237E-01   -9.237E-01     2.723E-01     7.562E-07      7.121E-01       2.878E-01       3.014E-05      1.899E-06      4.413E+01 
57.74   63.74    100.00   8.585E-01   -9.055E-01   9.055E-01     9.316E-04     1.887E-06      9.991E-01       0.000E+00       3.085E-05      2.632E-06      5.012E+00 
58.87   64.54    100.00   4.567E-01   8.272E-01   -8.272E-01     7.470E-04     5.141E-07      9.964E-01       0.000E+00       4.058E-05      3.272E-07      1.173E+00 
48.04   55.11    100.00   8.765E-02   -3.958E-01   3.958E-01     1.710E-02     2.823E-08      8.037E-01       1.768E-01       1.408E-05      1.135E-04      2.195E-01 
47.95   49.16    100.00   -8.707E-01   -8.800E-01   8.800E-01     3.314E-04     2.797E-06      5.332E-01       4.666E-01       1.012E-01      7.045E-06      3.300E+01 
54.20   54.34    100.00   3.725E-01   -5.615E-01   5.615E-01     1.092E-03     4.024E-07      5.044E-01       4.942E-01       8.422E+03      9.651E-07      3.041E+00 
61.11   68.22    100.00   2.910E-01   8.056E-01   -8.056E-01     6.432E-05     1.939E-07      9.841E-01       0.000E+00       1.322E-05      1.960E-05      2.686E-01 
52.98   59.91    100.00   2.347E-01   9.393E-02   -9.393E-02     1.757E-02     1.671E-07      7.804E-01       2.148E-01       1.528E-05      1.155E-05      9.057E-01 
29.68   33.72    100.00   3.559E-01   8.375E-01   -8.375E-01     3.427E-02     1.191E-06      6.581E-01       3.418E-01       2.410E-04      1.380E-07      5.051E+01 
50.95   55.19    100.00   -6.775E-01   6.892E-01   -6.892E-01     3.642E-03     1.503E-06      6.154E-01       3.842E-01       1.766E-04      1.403E-05      1.218E+01 
49.69   53.15    100.00   8.018E-01   -1.153E-01   1.153E-01     2.192E-03     2.211E-06      6.079E-01       3.919E-01       4.945E-04      3.672E-07      2.000E+01 
27.73   32.72    100.00   5.387E-01   9.663E-01   -9.663E-01     8.994E-02     3.113E-06      6.929E-01       3.070E-01       8.514E-05      3.503E-09      1.505E+02 
56.79   59.56    100.00   1.450E-01   1.719E-02   -1.719E-02     3.395E-03     5.561E-08      6.422E-01       3.411E-01       1.491E-03      6.366E-05      2.567E-01 
25.88   28.03    100.00   7.164E-01   9.610E-01   -9.610E-01     2.394E-02     6.289E-06      5.921E-01       4.078E-01       5.949E-03      3.049E-09      4.259E+02 
61.96   69.69    100.00   -6.092E-01   -6.983E-01   6.983E-01     1.554E-05     8.270E-07      9.938E-01       0.000E+00       8.660E-06      2.004E-04      7.051E-01 
11.79   16.33    100.00   -5.657E-01   8.700E-01   -8.700E-01     1.333E+01     1.741E-05      7.919E-01       2.081E-01       1.640E-04      2.888E-08      5.649E+03 
52.81   55.59    100.00   -1.430E-02   1.696E-01   -1.696E-01     2.848E-03     6.238E-10      2.132E-01       4.448E-01       1.473E-03      2.779E-03      1.255E-02 
25.24   27.01    100.00   -2.673E-01   7.256E-01   -7.256E-01     2.045E-02     9.188E-07      5.703E-01       4.297E-01       1.575E-02      1.282E-06      6.890E+01 
21.33   21.60    100.00   5.469E-02   -8.518E-01   8.518E-01     1.441E-02     5.314E-08      5.164E-01       4.828E-01       3.022E+02      5.417E-06      6.688E+00 
