 Mv1       Mv2        Mvp         lamL       alpha2      alpha3        Omega        protonSI      Br(H->v1v1)     Br(H->v2v2)     Br(H->v-v+)     Br(H->AA)      Width_H   
73.69   247.60    416.07   -3.409E-02   1.992E-01   -1.992E-01     1.186E-01     1.840E-09      0.000E+00       0.000E+00       0.000E+00      9.414E-03      4.298E-03 
75.52   371.70    245.88   3.652E-02   2.357E-01   -2.357E-01     1.194E-01     2.012E-09      0.000E+00       0.000E+00       0.000E+00      8.665E-03      4.295E-03 
74.65   721.84    967.45   -1.544E-02   -5.036E-01   5.036E-01     1.187E-01     3.677E-10      0.000E+00       0.000E+00       0.000E+00      9.573E-03      4.299E-03 
64.36   656.94    433.68   4.770E-02   3.386E-01   -3.386E-01     1.187E-01     4.705E-09      0.000E+00       0.000E+00       0.000E+00      9.372E-03      4.298E-03 
74.61   512.34    186.94   1.029E-02   -4.646E-01   4.646E-01     1.188E-01     1.634E-10      0.000E+00       0.000E+00       0.000E+00      8.227E-03      4.293E-03 
73.26   886.40    143.21   -1.492E-02   8.359E-01   -8.359E-01     1.174E-01     3.565E-10      0.000E+00       0.000E+00       0.000E+00      7.695E-03      4.291E-03 
73.63   580.04    425.78   -3.480E-02   4.232E-01   -4.232E-01     1.192E-01     1.919E-09      0.000E+00       0.000E+00       0.000E+00      9.425E-03      4.298E-03 
73.50   378.17    207.33   -3.395E-02   5.643E-01   -5.643E-01     1.176E-01     1.834E-09      0.000E+00       0.000E+00       0.000E+00      8.806E-03      4.296E-03 
72.98   457.02    203.20   -4.268E-02   -5.131E-01   5.131E-01     1.187E-01     2.939E-09      0.000E+00       0.000E+00       0.000E+00      8.850E-03      4.296E-03 
73.02   638.43    819.05   -4.396E-02   7.663E-01   -7.663E-01     1.192E-01     3.114E-09      0.000E+00       0.000E+00       0.000E+00      9.571E-03      4.299E-03 
73.87   506.81    494.02   -3.085E-02   -9.995E-01   9.995E-01     1.188E-01     1.499E-09      0.000E+00       0.000E+00       0.000E+00      9.468E-03      4.298E-03 
74.93   828.32    274.92   -2.581E-03   8.824E-01   -8.824E-01     1.176E-01     1.020E-11      0.000E+00       0.000E+00       0.000E+00      9.010E-03      4.296E-03 
75.72   259.47    540.43   2.046E-02   -1.100E-01   1.100E-01     1.193E-01     6.278E-10      0.000E+00       0.000E+00       0.000E+00      9.433E-03      4.298E-03 
74.93   956.92    523.92   -7.998E-03   -5.767E-01   5.767E-01     1.184E-01     9.798E-11      0.000E+00       0.000E+00       0.000E+00      9.455E-03      4.298E-03 
73.57   834.58    168.67   -2.267E-02   9.803E-01   -9.803E-01     1.181E-01     8.163E-10      0.000E+00       0.000E+00       0.000E+00      8.283E-03      4.293E-03 
74.74   337.20    456.04   -1.322E-02   -6.107E-01   6.107E-01     1.174E-01     2.691E-10      0.000E+00       0.000E+00       0.000E+00      9.412E-03      4.298E-03 
